row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
1165,679c02d,2015,4188.386255,,2967.765202,,10019.51548,18594.20047,2.585101565,69.57342054,411194.6318,897292.2004,486251.6495,0.723276388,,,,8924.259585,54.81155693,,2.489406641,116.1420204,25.70629036,41.20265999,,,,98.53720896,97.06600477,,,92.17205508,97.22340867,30.84022954,,0.13956232,,,96.34945036,,6.117666114,368697.1639,0.962704615,16.18612847,0.578020755
1166,0b6e276,2015,461.3327175,,,,1570.84593,3655.414947,2.009323039,77.65392542,120781.8569,281099.8993,154464.7261,0.802418656,,,,,,,,,,,,,,,,,,96.89638312,98.33651065,,,0,,,100.9116494,,21.51556465,117159.2242,,,
1167,4585568,2001,2158732.958,3.726935622,1945.996114,,8243221.581,16080344.73,1.210956141,66.52299131,39392036.68,145576453.5,108799864.4,-0.425046533,233.3062707,-3.456780482,6.077715955,14719.39817,24.58864865,36.373456,,,15.81823505,10.76621856,9.090206412,30.42675322,,,,41.56370253,45.6091096,71.2991301,96.24734716,21.23069818,19.70461805,0,,0.502633952,98.75131264,1561206.49,8.828750322,72071368.18,3.813579697,7.512315442,
1168,6e49e65,2002,200345.8991,37.50436287,2993.438991,,167280.2436,502476.2172,1.629171364,71.34860555,42053650.01,64213544.87,21938607.89,0.838205625,340.0695716,-45.40917339,1.975051575,10074.18087,53.52262774,42.71323759,0.232188355,4.618677644,13.64215488,23.72529362,10.88877715,48.64361714,,,,21.77634575,48.49306728,90.97929454,93.20545054,22.0660154,4.422962277,0.899774962,0.078846225,0.787401508,87.47908959,209824.5758,1.853047576,36146898.33,1.359915797,9.190734971,0.437039284
1169,2e5e810,2013,110489.9884,72.8421483,5517.33932,,147703.2569,313556.35,1.927099909,74.62775882,61479951.93,92672407.15,29253105.97,1.136095536,292.410198,,,5079.212984,80.25351159,,2.448426201,44.40990023,19.23374078,14.45812903,4.56837104,9.143173882,,,98.74299838,,,73.46787653,93.38673308,21.32454556,2.222017439,5.642625475,0.020294889,0.698286004,100.6750588,149594.6095,1.978147369,54967102.19,2.163006507,24.67302807,0.215759363
1170,5c2e474,2011,23553.23629,1.009852247,659.0217998,,441.471488,29861.3632,3.231309615,52.49905183,1558177.222,2075727.398,511608.4735,1.13048619,59.89391096,81.21482015,19.35691146,2534.34198,93.51700278,,7.739623851,124.5934436,34.85319353,19.21787536,4.10902149,18.88810403,,82.21142966,81.74968235,10.97140642,78.50822442,29.01958657,79.59713358,27.01478596,11.80849989,34.52635241,2.512198372,,21.03872918,2303.282558,28.40005232,886173.2977,2.108398851,23.83626849,0.385069725
1171,d3a0eeb,2006,10269143.41,3.153504643,1256.191823,,6347280.527,23859208.91,5.464498041,54.35194932,515177993,780471360.4,264765901.4,2.764558901,153.7095765,18.8917502,8.002928812,2886.601557,31.84346399,,5.372532805,52.34287239,17.45310161,12.97365419,1.880023254,12.2354264,58.44595985,67.70531006,70.32068505,10.91110998,57.74537843,27.23531292,59.39710276,,,28.65347629,0.403408838,,30.66379442,687182.1964,7.493757155,299285024.1,1.565249587,16.69542002,
1172,94e6bd5,2014,51050.64039,,1888.879685,,31523.67386,122325.3264,2.296814303,74.38592812,2543349.162,6120913.735,3515138.42,1.119690282,,,,4794.009795,61.883128,46.16255319,3.656168674,71.01042677,15.17061157,18.78098489,6.183623466,,,,,,,67.97633964,85.67101243,14.45070803,17.10771637,7.520027377,0.009819088,,82.68146649,4840.783197,4.488271675,2810322.494,0.697513055,43.15781248,-0.040358765
1173,81e884c,2013,23620.48035,38.81305069,3975.646489,,19191.18406,47579.03771,2.560182305,72.52806602,2382299.381,10428381.88,7848471.697,1.255614234,270.768312,,,11694.32427,31.22276072,46.49700213,0.249929795,14.19210188,13.67988213,14.63283107,12.98916307,47.28463267,92.18895104,86.54613597,87.3815078,,,82.43768326,85.35913888,28.70396479,21.00728507,3.396067095,0.049958078,,99.1433629,21135.77868,7.056550117,4632326.751,0.61462988,21.04611328,0.178710228
1174,7fb4d17,2014,214835.4883,,3331.874079,,157675.3167,401252.8917,2.544131209,73.38053243,2679407.121,6506072.381,3922182.225,1.345927648,,,,8642.22186,43.58704688,51.22705262,0.212665405,9.572195569,12.52437845,6.685706683,106.021075,,93.06702796,,,,,88.61759903,96.72092009,21.39302794,17.30127446,0.40998221,0.039775266,,97.09608685,5704.005988,5.045040265,3202182.225,1.299139524,15.15839178,-0.098088557
1175,c408d26,2002,15713.31111,6.487997849,2519.32213,,3233.647973,20879.39811,2.761027413,69.69049597,2369980.314,5885611.801,3540648.318,0.583370103,131.7740531,46.33031985,19.15726834,6440.113517,41.06093694,51.24875643,1.682918117,39.92985192,12.32121627,18.02494341,4.358632904,71.89320263,,94.61512893,93.79337468,21.36923761,50.22474963,64.71997913,82.19912039,17.32839333,14.6877207,10.38784592,0.070413567,,87.14481529,6159.685876,5.741084552,2260987.799,1.255967189,9.315175037,0.220627104
1176,efa9150,2008,48347.07996,76.22422956,2759.107699,,9711.322276,82883.79024,1.883799218,69.42443103,4066795.108,8712195.135,4573915.605,2.090844374,231.7413698,37.01914842,2.949152878,14557.7987,23.91496021,,0.534016232,26.81735382,16.52680072,11.31901107,9.639922176,72.82923459,,82.62721832,83.62789294,23.0165696,66.30802359,79.31170784,79.62489091,36.42010756,16.02508637,0.218394864,0.010189484,2.423830511,99.97780866,35864.79597,6.088417535,4335387.226,3.355717161,11.55411197,-0.332424477
1177,d680446,2013,413972.8062,30.669996,3415.174095,,123280.2005,572731.0597,4.317188195,64.90054579,14980043.16,23211843.59,7759301.923,2.715741505,144.004373,,,1373.388337,38.00722409,,4.884943,21.89211531,,23.82074483,1.666790609,10.8085444,,,,,,11.72317982,49.38186407,36.03619999,3.865459055,43.75774586,0.030190373,,13.09073077,3160.440872,0.890613124,11464920.68,0.670399868,17.34868374,-0.68780893
1178,d090b87,2008,17479.44565,9.445894375,957.5089102,,1042.573143,28075.9441,3.425751317,60.52811974,4928273.479,9742735.845,4678761.811,1.551137694,105.059329,61.5707657,128.5380111,1577.563252,43.80979794,,14.32946402,93.68352224,,17.73104713,2.08297325,16.91752032,,,,8.150423826,53.30146338,24.98386395,60.71416465,48.64325759,8.272949372,26.55130841,0.201728006,,35.0681022,2374.41241,16.87511887,3972023.05,,4.10848162,-1.402967008
1179,4609682,2011,101601.6299,16.57007886,1726.646167,,9999.013645,157623.6006,2.173347624,74.67357946,3597766.503,10663108.42,7126297.596,1.150515373,328.411953,61.37260154,11.07192244,9931.804504,55.55929796,,2.140546066,85.34686511,21.24871155,16.99593172,11.65691375,22.34965829,78.56020582,,98.47309239,26.24535722,51.90854095,88.17149225,95.18487273,27.56580078,22.13046654,2.83364834,0.009801266,1.278148348,100.863389,26452.48844,18.56025276,3925175.76,1.566650615,26.53362506,-0.372899241
1180,04952a0,2010,697812.0411,0.896192559,1517.422911,,90545.81771,893523.5621,5.904864756,51.56675937,88610742.15,158725776.9,69611288.87,2.678665088,192.441022,19.19002832,6.091205287,5171.504849,17.15047865,,0.590000614,13.06740347,2.29097213,6.686840045,14.85505206,17.97492506,,58.99359247,66.12968482,9.07775449,66.29818147,30.90123771,62.18887205,50.73722149,7.292966476,24.13427772,0.24419588,,47.86430364,92142.16762,3.879735157,49261015.34,0.53491988,6.931511841,-2.223778481
1181,10aeba6,2004,7584.139433,0.296753024,2319.239288,,22728.09301,43150.53,1.455857073,71.20133031,419421.025,1349972.182,937891.1568,-0.592646582,286.7884609,17.42063259,9.816502064,20607.66807,68.47416646,32.96612184,,,1.283529257,38.89007013,10.49585008,63.28957342,,98.49594166,94.67331779,52.789885,32.70898623,95.27873693,99.15090715,23.64619779,19.01501018,0,,2.065738299,99.07094262,17522.24859,10.37320123,683254.0649,1.691425092,18.497778,0.665851786
1182,6b615ad,2015,440941.4138,,4343.560242,,596521.001,1104245.155,1.903518052,73.20237869,11228526.13,48786383.26,36347433.34,0.913840169,,,,12822.5688,23.29982664,50.6910083,0.469079171,27.63777182,15.18205024,6.647243941,,,95.2000196,94.18369572,94.58586504,,,79.58704252,90.14349484,21.46354643,,3.942786565,0.019800642,,97.54987136,,8.115410455,25918336.62,3.179567914,20.12804072,-1.071995136
1183,0b6e276,2006,450.5905287,33.53781798,,,1371.02048,3686.902616,2.25999447,74.63418648,110689.1689,262302.7158,144408.113,1.170452225,93.54641465,,130.3181296,,,,,,,,3.532279278,19.19820927,,,,66.06814829,34.09461643,98.43426722,98.82830324,,,1.514289678,,,98.9902748,815.0464212,11.83995183,105665.1065,,,
1184,ba2039a,2006,117760.0949,21.03945853,3491.955989,,326039.6929,658870.4092,2.635831782,64.93159418,34399191.97,48270147.32,14137898.22,0.75573615,266.4224026,-1.5051073,10.13372828,2524.189337,0.091038941,,0.990041405,3.000138167,,6.048054591,3.244741601,9.000911406,,88.8374765,91.6385642,21.37613495,57.25165334,69.73704471,72.11575911,40.41136943,1.722076582,8.081412153,0.080526666,,48.69303388,12872.23648,0.841398053,22945505.61,,,-0.868394405
1185,066b021,2004,47368.65948,92.83862314,2119.157204,,4019.820739,139794.0687,3.497721853,67.74669716,4926851.993,6790143.142,1784622.541,2.06663834,112.1499913,38.37242335,16.27750027,1624.416643,70.58316931,33.29218849,12.49958032,36.8951872,,15.98967103,6.416759556,18.10707975,,95.435505,95.82977094,9.095709112,68.04383949,92.69886386,62.91918572,35.65369048,6.854978589,1.001594126,0.039693786,,98.03148098,2545.362102,11.34621792,2428856.43,2.155508811,12.4579878,-1.281119058
1186,0c0177b,2006,538.2126835,27.51081126,1504.794112,,2267.409346,5217.842016,1.796862685,68.37429838,1176543.199,1296675.985,125313.8435,0.470197401,111.1260463,92.62126947,3.930141583,29829.72564,,,0.076346138,10.08915819,30.17134922,6.518432344,10.24851677,71.12467151,,,,36.2753952,34.30832517,91.12145835,95.12354519,26.46376498,20.25104355,0.273970299,0.089108779,,95.77190634,43191.45979,6.325067152,652980.4882,0.620146569,19.41188652,-0.244659886
1187,085807f,2008,93787.1434,0.507127067,1710.159209,,202552.6777,481877.8801,5.249050217,54.2270614,9318846.774,18901257.82,9673148.947,2.731214286,205.7590591,27.87359354,13.9719596,2617.713319,32.89299419,,2.144961646,29.38989659,,15.7127953,8.868159464,12.06777582,,,85.27374403,12.12914934,53.01145105,43.45059936,70.57529032,44.22383855,6.358517367,7.318512528,0.35687062,0.201381505,49.74445446,5571.18061,3.181653414,8185154.078,1.294135304,13.99239718,-0.55822901
1188,cff4c58,2000,763.4255757,,4606.681772,,22318.15536,28087.82655,4.707474319,62.53040095,344380.1734,408220.5278,65381.09581,2.72903322,196.8320316,98.96873378,12.13832594,1697.541128,37.86995069,,15.6551599,164.5679707,,28.39013153,8.895528809,59.20903968,,,,15.14824696,68.88709795,25.17855154,78.74794774,42.29061086,11.53728082,63.91526477,,,6.646661681,150.4723549,2.171034069,175935.2034,,1.991561178,-0.83607851
1189,30e2302,2014,410170.357,,1359.91837,,19855.21994,2423556.135,2.883764401,76.60313404,11770667.4,38407028.62,27486029.67,1.969813186,,,,13248.32233,32.24236829,,0.077645055,4.030146751,,7.305796857,4.845406888,,,,,,,89.03563868,85.08737533,34.87708227,21.17684163,1.084132339,0.010086996,0.201063892,99.51267301,146647.1524,10.45951254,11552860.11,5.442822173,32.09166779,-1.175796767
1190,66b86bf,2014,50506.62782,,4795.888365,,38227.77708,108558.9065,1.507093956,74.7993825,1919244.145,7130805.457,5322082.994,-0.568199812,,,,16428.93714,64.7213556,37.7492325,,,19.8531227,25.27155912,21.93738959,,,95.60083765,97.64412257,,,84.73314698,101.1267932,24.88417656,23.70703751,0,,3.625748257,100.4829925,43106.08633,11.45402252,3371479.957,1.465127676,19.80215729,0.069495541
1191,0ea781c,2014,345.3818675,,,,1702.847176,2812.220442,4.047289086,73.40733771,153519.93,194674.5168,37059.40439,0.810898418,,,,5429.9805,52.41074887,,12.11322852,485.5302284,22.7237999,33.93935004,1.717831814,,,99.01328882,98.63120384,,,89.82801587,97.89296618,27.82422983,44.00853322,0.121535991,,,99.69682225,196.3971705,8.771613168,37946.92407,,6.010135102,1.128222146
1192,7fb4d17,2006,199348.0212,2.214240301,2319.96905,,183112.8673,394173.0048,3.004982808,71.50124941,2471255.981,5770874.181,3402724.092,1.488679109,594.3213335,-173.6630358,8.86861728,6243.596722,48.37362502,51.94868677,0.596347487,9.614605499,10.46415583,6.880495742,21.96100135,54.00821578,,94.68046194,92.35285212,30.36992185,42.97907357,76.72739149,84.05851491,21.04198445,12.68474944,0.675184533,0.049750433,,96.53251165,4045.248173,6.588483312,2712525.86,1.004123689,10.01863497,-0.750815118
1193,dd64913,2004,5500.074106,100.4825478,20287.47567,,3111.27364,83024.63409,2.218654114,75.63517808,742743.984,4061061.462,3332203.676,8.677005431,159.5556724,99.48585336,3.935848901,97515.49419,54.1091696,,,,,,81.69286346,32.00768683,,,,50.71446187,42.76088823,95.84586698,98.97253614,26.4811217,26.71863629,0,,,100.9484901,112595.2428,3.105456952,2538450.734,4.546874404,0,0.746638052
1194,7e222a7,2008,52250.97418,1.19132213,1601.861831,,220542.2826,259111.3931,4.178519814,61.21216157,232584.3749,1521933.995,1310373.56,3.121906423,151.6273489,89.87396402,4.016388383,15390.69484,26.39457235,,0.475871849,41.57619192,,11.54304299,1.711922,13.00884766,,,,37.55782799,51.81370329,39.82129487,89.73582614,58.74074129,11.32535378,2.390424372,0.227827065,0.302812751,83.2644566,4146.779876,19.28136426,464641.2644,,16.67467912,0.242592377
1195,0593aa0,2002,130.8510843,24.59318879,1010.676197,,169.1255637,339.104613,2.495553233,70.03304029,64821.35156,103915.1241,37488.90762,0.241828267,174.20138,84.96609842,50.61418592,9752.764476,50.66368449,,2.069399258,98.59103791,18.15059503,40.89656058,9.156393695,53.98830665,,95.91694153,95.44328146,43.55123865,24.34298557,99.15712988,98.35835382,27.46704944,14.26915951,2.134380658,,,87.71527632,203.8135888,,,,26.69912265,0.819905841
1196,b79b5f9,2003,30978.77911,7.842074007,1543.931711,,61209.16464,112646.9109,3.75656334,70.59545797,3643951.169,7037471.123,3322955.838,2.487621373,198.7545926,51.20939548,29.51502937,3438.445438,67.36364003,57.82240348,5.104661335,55.00738157,13.5636046,25.96047003,12.64411717,31.49239701,,90.32297518,88.65436747,22.62920842,46.87452234,68.34742065,83.62507046,19.1222396,10.75945088,17.14178037,0.029427234,,65.78334969,6871.6773,5.082309142,2536847.86,0.985070006,5.465768563,-0.409399489
1197,d680446,2004,405712.1017,36.51407947,2394.744409,,128003.5241,591182.5524,5.090363587,59.59559702,12539390.22,17884076.17,5100264.68,2.990268565,145.8083738,13.25358743,26.75320692,1379.396584,47.30136546,,29.76605329,70.08331874,11.02157869,25.61470253,5.89776424,29.04746698,,,,10.15019546,79.29055707,10.52739068,41.41351108,41.70083184,2.335436537,39.79480312,0.020271316,,14.94082042,1780.152988,3.451688271,8601396.882,1.270502014,6.973537425,0.199632522
1198,6966b4a,2015,6055.496627,,834.8190551,,4881.350062,10271.62821,5.425780496,60.17774632,809143.788,1981099.826,1169035.804,3.040239664,,,,1571.830728,50.36096711,35.81929179,12.43401164,54.66733008,,30.15288301,,,,76.16040759,74.40469038,,,59.11921245,89.50443683,58.24090269,,0.608148075,0.12205384,,46.6058291,,9.324868497,626987.6038,1.533478454,9.367625077,0.009967994
1199,0ea781c,2011,347.2200989,,,,1720.155051,2790.943447,4.350967087,72.20994943,150185.283,188750.1683,37038.10824,0.793375914,276.8254694,,105.2391124,5573.12048,48.62545871,,13.9492073,523.7221042,19.42611187,35.10688384,5.883371572,19.78660346,97.56711215,94.37794836,94.83416887,51.63571911,28.08613461,92.30578149,98.4896615,24.35811228,43.24742135,0.096420546,,,96.21599675,202.9550282,5.754123501,37479.16154,,4.03567019,1.01781324
1200,c3668f5,2003,22042.40826,6.527653859,2684.66264,,47298.24627,75310.83148,2.73152607,77.12614981,1196692.611,3243635.359,2004914.162,1.906865143,247.8668897,62.53167585,37.23984911,10526.13996,60.09128935,55.99691111,0.213051994,8.695852664,,27.82833991,4.333428352,104.9728742,,,,34.69987638,45.46038511,69.78746799,90.92156304,30.81518212,16.38468096,6.759371646,0.061053584,,89.24147414,6084.883217,13.48587389,1417968.097,0,9.770013022,0.040735285
1201,45a15a2,2002,45231.76854,16.20907923,1989.795426,,40351.16915,105879.2094,4.368431659,67.94791636,6720498.84,12370285.85,5693129.046,2.3965272,207.7148368,48.84707598,18.94875664,6218.068392,40.25556167,,1.226181149,20.10678346,11.76660828,12.0771811,7.611900213,24.58827819,70.47261277,82.78100796,86.29984172,17.05984032,50.5575611,55.86329598,83.50133388,24.63557532,11.90222468,12.94028988,0.059697806,,80.22202462,11162.30964,3.091778902,4260942.806,0.754698944,8.800717012,-0.886873754
1202,75c02b8,2000,2179732.087,6.938474284,957.1787214,,33262.04283,2651159.323,1.807784585,65.01098725,6496077.748,15112351.15,8212813.574,-0.295419746,330.6462048,-58.47822082,5.055717602,9906.97644,49.84223971,,1.114769863,12.92204325,10.05225661,15.82198507,32.6326424,66.8588055,,95.90343049,94.42302143,37.5711949,56.19748761,96.51943882,94.37890566,33.60269705,14.7281641,0.061456315,0.010165808,0.503470625,98.16093097,117553.3851,12.94131149,7658884.595,0.774010437,10.25862887,0.009868875
1203,e256731,2008,358421.9091,66.803356,2611.341802,,17531.36298,770676.814,4.011558895,64.11964338,104445838,164732004.9,58366168.09,2.068794864,195.672706,-5.947694936,15.21086847,4254.134879,23.27290096,,0.876561632,9.121599847,9.4879089,8.161085703,4.358416255,36.9375642,55.63451697,64.22059387,71.21542527,24.80969171,48.15369343,50.36336504,90.25949129,49.78058855,4.20744015,25.08316513,0.010193348,0.981678943,86.18098853,157514.8646,4.945257102,55783201.66,3.502640444,22.31902708,-2.597523755
1204,81e884c,2001,25049.72304,30.43013663,4266.650279,,14902.44459,49155.10923,2.887356985,70.65236237,3250884.518,8761052.816,5415888.586,1.547124657,220.3378984,76.56297485,45.32931072,7921.56823,39.27565192,51.24991817,0.445227678,12.13049028,13.34351119,23.89668828,6.371493153,27.48068553,,,,21.87216113,30.48740908,77.16837058,85.18437517,34.74383936,12.61506906,4.616329017,0.151761912,,90.43536535,19470.5219,7.014433385,3713124.749,1.19181265,15.80103009,
1205,30e2302,2004,408536.908,11.89755234,1369.795875,,15346.50051,2377864.963,2.472448335,72.11543732,12028574.83,32547622.62,20802524.18,1.300962137,150.8026997,68.7318441,11.99664283,11822.7617,25.14095758,,0.381978981,9.748653262,26.92202359,,6.788048338,38.39690139,,95.91012154,95.03203952,20.1763072,58.57803518,84.55430637,89.09314729,35.49644158,15.58309342,4.613352647,0.010063593,0.1013516,98.23215418,89273.52583,17.94770504,9793435.595,3.229032467,6.235669553,-1.386689159
1206,a7d355b,2001,1084058.766,27.55010909,2827.531179,,666265.3746,1963488.624,2.686999003,73.78977306,25810216.8,104969971.7,78473231.94,1.294711153,266.5756163,35.82168816,9.887393531,14712.06306,24.70435997,,0.013624726,0.966746219,,3.916480281,4.584885538,21.69675299,,98.39263135,97.79294352,37.4736999,46.14736916,74.33269003,89.36644085,23.06099964,19.8908417,9.864785971,0.019822107,,96.11520297,410102.5067,2.501171607,41083236.25,0.474288421,15.71940216,
1207,a0b37e7,2004,638663.6119,51.77766814,2393.515173,,105717.4699,1604394.775,1.885189402,71.00268832,23511517.26,70815656.96,47122229.7,1.139018992,315.4644252,18.04701559,6.097118547,14347.78113,26.36438335,,0.099850286,2.712439545,5.130849226,,10.11584913,19.62936639,,93.07274685,95.17934322,22.0660533,57.33069579,81.58785844,94.8105548,29.29255515,15.72993589,0.63435478,0.019928195,0.405931202,97.33076123,447846.4392,10.29362034,23205668.8,2.732161031,4.103431294,-0.778779496
1208,066b021,2005,47373.79959,96.61291273,2158.827829,,4119.648385,142457.8878,3.429180991,66.96130128,5140139.716,6849829.26,1813913.978,2.101313456,113.0280207,45.03748769,18.66307351,1681.587031,53.75776276,,11.5141387,36.78742987,,17.30588538,5.056620147,18.13855705,,95.33770475,98.1519956,9.814236092,66.15644115,91.19609617,64.09073424,35.51399799,7.075746951,0.922227535,0.040639816,0.403302202,98.36929649,2398.924332,11.0848216,2503558.683,,17.78991729,-1.374349126
1209,abd1492,2001,1834597.075,38.01811048,2431.726552,,667763.5436,2967760.966,3.221013768,61.83925457,781914371.5,1076885339,293944965,1.725294753,144.6701386,-3.162377444,6.027971205,2607.291811,13.80170887,,0.359348193,1.627674185,8.260722752,7.954909127,1.721158626,20.01854241,61.84144534,78.91834493,84.73900229,8.944373107,63.40655704,26.24834028,81.12350693,54.20960067,1.676850027,65.20020887,0.040027307,1.879320439,56.49575582,1040604.857,4.33172439,425322953.2,2.963269778,8.708657114,
1210,a7d355b,2004,1059835.681,26.79562263,3115.037132,,672078.3529,1953914.622,2.508642603,76.07139428,25595288.16,105381424.8,80165676.6,1.283293711,272.6800549,34.71379627,10.85841626,14942.52432,29.84217929,48.57704905,0.018372038,1.336524471,,4.384467367,3.138522556,37.96320656,91.75267587,100.7205168,97.28981534,38.54584987,43.31234589,79.18411095,92.02074322,21.50631031,21.45721055,8.036856147,0.020103629,,100.0877965,444514.0834,3.634208739,43732119.06,0.396034281,22.40088748,-0.219716044
1211,d090b87,2009,18140.29486,9.218133819,980.2378123,0.825234901,1005.695271,27096.42771,3.378691572,61.99556748,4788015.432,9779285.714,4896361.969,1.492969822,115.0969004,64.94991848,128.145565,1584.137218,42.59014725,,17.28757893,114.361392,,19.10627109,2.607426785,24.57660362,,,,9.130665464,53.38154927,25.95988083,60.69631292,47.65972539,8.85405995,25.02077978,0.187202011,,35.02482636,2247.361829,15.73324323,4081506.515,,4.140031843,-1.008885901
1212,42c298b,2008,4413.085225,23.45013901,1303.206479,,3445.49446,10964.73738,2.24432769,74.44954232,1305901.537,2838939.583,1512561.482,0.517609924,193.6963414,98.34150835,26.79245401,8577.334464,72.08138633,,0.64851168,31.01210343,24.41426751,37.60215105,5.316106291,11.01889797,,,,38.66492105,37.271332,82.33233937,92.20789534,23.97389799,19.91518177,0.810992081,,,90.50931179,10161.26596,10.43068412,1308576.122,0.941431049,13.25794452,-0.26066205
1213,0b6e276,2011,457.4141208,39.45414031,,,1571.737479,3677.76709,2.066381085,75.00758336,119428.4836,266467.5133,150744.8216,0.738960593,91.38834914,,203.9978816,,,,,,,,2.301358598,5.991198936,,,,64.6446033,34.11244191,99.09475669,101.3526199,,,0,,,98.42033498,844.5636419,19.94342658,115388.0787,,,
1214,3e049d7,2011,951263.3069,13.14686849,3946.905942,,92706.77835,1204817.584,2.594485046,57.72378592,19126334.31,51944647.82,32795583.72,1.291783726,239.0462168,6.804740867,4.043986622,12234.72988,29.97147388,,0.350690475,26.36127078,25.35805792,9.102102418,12.87147091,20.12813811,94.93757504,,,34.09284532,53.72541124,63.37099109,92.70949927,26.12435401,23.97200971,4.773481456,1.341239849,1.694427509,84.49333319,461221.7248,24.34433005,18976151.44,1.098023001,43.08327877,0.029494066
1215,f787860,2002,101.5970597,9.952902366,14731.5302,,260.1643175,395.070794,2.283964263,70.78597647,57448.94279,108977.4867,49893.15479,0.145117652,203.869879,101.1016381,68.63186376,8141.750571,46.4673238,,1.027486484,41.49476903,21.55074082,42.27778431,14.71857798,38.61705192,,,100.0006657,38.11227609,39.22954258,74.72333629,92.77533369,29.44216617,14.45543263,2.719214855,,,81.95163391,186.351488,19.86893534,50099.65363,,23.10194492,0.248726761
1216,2ca26c6,2000,80283.49077,53.64436806,2291.333445,,136117.8245,248148.0582,3.026598955,72.28442699,4980974.374,12407817.08,7493785.107,1.859998938,362.6579919,30.43951603,8.045902567,7307.552876,27.17920978,56.09111008,0.855220781,11.58027872,,11.608631,27.83287705,31.89768022,,97.18362019,95.37526745,29.19003639,39.44309185,68.86001932,80.72686488,26.91160835,11.56534288,14.21580662,,,92.1763685,20588.06018,9.031336645,5694872.13,1.426710012,14.72854232,-0.680951827
1217,94e6bd5,2002,51744.19928,5.377346975,1712.175157,,37063.6709,118471.7853,2.864673742,71.08560293,2285420.575,5177277.837,2823187.108,1.380783117,192.5612,25.31999026,38.65049499,3520.980843,38.98473519,,10.25068839,99.62672273,10.54959708,13.43361862,8.972952454,58.05584808,,99.11405742,98.73568094,14.81116611,52.97316617,55.42991556,79.87549917,17.83380303,11.67222093,14.76777996,0.029580846,,73.07803257,4020.012241,12.08029806,1998970.73,0.657908578,21.09794036,-0.14946469
1218,679c02d,2010,4209.959088,2.401438834,2787.631394,,10042.68715,18107.34689,2.619152116,70.46858459,410001.2984,866876.8938,437950.0806,0.947208787,229.3025025,69.5445111,31.64691464,7347.457315,63.81247354,,2.506517657,86.8073534,22.07823741,45.14200259,14.21713817,18.32657295,,,,31.10305114,46.33142594,89.93098358,96.09227846,30.56224127,27.52048535,0.306678683,,,89.36253516,1242.497088,8.74501539,342589.5352,1.591522958,,-0.152995797
1219,b79b5f9,2008,31251.63397,8.43857015,1651.162104,,54071.01048,113074.1274,3.064343169,71.15465352,3842744.735,7756231.647,3952789.759,2.116337782,217.0514357,49.86080643,20.82979357,4016.659701,83.13160081,56.42325521,4.280085586,71.76681133,15.88919598,23.53456872,4.056645342,18.76590138,,92.13201006,89.6484001,26.26808762,45.28860831,76.02885928,87.46040339,17.2243032,12.84887297,12.84621939,0.020315622,,76.14104517,8797.603619,2.938799694,3060817.275,0.954754339,22.97273583,-0.532201232
1220,893d538,2008,136978.1206,0.202660035,1850.744199,,30294.54067,199853.0587,6.250808997,54.51369999,27613378.82,31303853.04,4388197.833,3.457904694,170.3845627,11.85521882,28.10195113,1472.220564,32.16996817,,11.95760993,52.08742397,,14.41995203,4.542159301,53.53326158,,,,11.80775744,43.25574643,17.16251175,69.16210477,33.89860051,2.303194159,10.64346158,0.6570029,,13.61504208,3173.161115,3.550806709,11249922.64,2.212204365,30.75716171,-0.910111692
1221,71dc81f,2005,1549.261644,4.877017198,2886.096403,,14228.13815,22946.88846,3.032046002,67.91991718,151323.7429,278998.1436,130437.7025,2.596202538,625.7924948,33.13962076,13.82954483,7869.724313,62.48796557,,1.183668981,42.85383409,21.6019816,41.87763184,37.35089306,30.96072214,,94.59847555,95.45553377,29.8146955,39.49435782,87.29756986,90.22509374,24.92685425,14.64260802,3.292902078,0.24245431,,90.9140693,423.3850325,10.91491069,110754.3892,0.96657154,6.830140272,0.111938146
1222,be60011,2000,2472.300413,99.20876411,3806.637447,,8331.532173,18379.1083,2.568161358,75.9031697,80834.09007,211056.7645,131331.2394,1.934606485,103.1892147,88.87840594,18.34588167,,,,,,,,2.208357215,47.12751305,,,,45.50313006,38.92981839,100.4474116,92.68868808,,,0,,,99.51354462,2243.132968,15.99628586,98925.09347,,,
